id,title,isPartOf,publicationYear,doi,docType,provider,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/1971066,Anosov Foliations are Hyperfinite,Annals of Mathematics,1977,,article,jstor,1977-11-01,3,106,http://www.jstor.org/stable/1971066,Rufus Bowen,Annals of Mathematics,eng,549,565,,7405,17,unigram; bigram; trigram
ark://27927/pc054512xh,Shim design using a linear programming algorithm,Magnetic Resonance in Medicine,2004,10.1002/mrm.20176,article,portico,2004-09-01,3,52,http://doi.org/10.1002/mrm.20176,Greig C. Scott; Hao Xu; Al Macovski; Blaine A. Chronik; Steven M. Conolly; Sharon E. Ungersma,"John Wiley & Sons, Inc.",eng,619,627,,6692,9,unigram; bigram; trigram
http://www.jstor.org/stable/2041885,Back Matter,Proceedings of the American Mathematical Society,1976,,article,jstor,1976-02-01,1,55,http://www.jstor.org/stable/2041885,,American Mathematical Society,eng,,,,1705,4,unigram; bigram; trigram
http://www.jstor.org/stable/2039822,"A Cohomological Characterization of Preimages of Nonplanar, Circle-like Continua",Proceedings of the American Mathematical Society,1975,,article,jstor,1975-05-01,1,49,http://www.jstor.org/stable/2039822,"James T. Rogers, Jr.",American Mathematical Society,eng,232,236,,1890,5,unigram; bigram; trigram
ark://27927/pgh3wc884sz,Adaptive subdivision piecewise linear interface calculation (ASPLIC) for 2D multi‐material hydrodynamic simulation codes,International Journal for Numerical Methods in Fluids,2015,10.1002/fld.3989,article,portico,2015-03-10,7,77,http://doi.org/10.1002/fld.3989,R. Motte; C. Fochesato; R. Loubère; J. Ovadia,"John Wiley & Sons, Inc.",eng,418,439,,11386,22,unigram; bigram; trigram
ark://27927/phx4f1z68q6,On a theorem of K. Schmidt,Bulletin of the London Mathematical Society,2009,10.1112/blms/bdn111,article,portico,2009-02-01,1,41,http://doi.org/10.1112/blms/bdn111,Feldman G. M.,"John Wiley & Sons, Inc.",eng,103,108,,3023,6,unigram; bigram; trigram
http://www.jstor.org/stable/2040189,Disk-Like Products of λ Connected Continua. II,Proceedings of the American Mathematical Society,1975,,article,jstor,1975-10-01,1,52,http://www.jstor.org/stable/2040189,Charles L. Hagopian,American Mathematical Society,eng,479,484,,2911,6,unigram; bigram; trigram
ark://27927/phxnrr2dcp,Description of the Magnetic Field and Divergence of Multisolenoid Aharonov-Bohm Potential,Advances in Mathematical Physics,2016,10.1155/2016/8645732,article,portico,2016-02-09,null,2016,http://doi.org/10.1155/2016/8645732,Elshad H. Eyvazov; Said F. M. Ibrahim; Araz R. Aliev; Emilio Elizalde; Hassan A. Zedan,Hindawi,eng,1,,,6501,8,unigram; bigram; trigram
ark://27927/phxb1pf997,Ueber biegsame Stromleiter unter magnetischer Einwirkung,Annalen der Physik,1885,10.1002/andp.18852610505,article,portico,2025-01-01,5,261,http://doi.org/10.1002/andp.18852610505,R. Lamprecht,"John Wiley & Sons, Inc.",eng,71,80,,3013,10,unigram; bigram; trigram
ark://27927/phz51qzddqj,Design of fuzzy iterative learning fault‐tolerant control for batch processes with time‐varying delays,Optimal Control Applications and Methods,2018,10.1002/oca.2453,article,portico,2018-11-01,6,39,http://doi.org/10.1002/oca.2453,Limin Wang; Ridong Zhang; Bingyun Li; Jingxian Yu; Furong Gao,"John Wiley & Sons, Inc.",eng,1887,1903,,8326,17,unigram; bigram; trigram
ark://27927/pgj21tt0f92,Magnetic lenses for neutron beams,COMPEL: The International Journal for Computation and Mathematics in Electrical and Electronic Engineering,2005,10.1108/03321640510586231,article,portico,2005-06-01,2,24,http://doi.org/10.1108/03321640510586231,J.Füzi,Emerald Group Publishing,eng,628,638,,2331,11,unigram; bigram; trigram
ark://27927/phz5hfw6z9d,The Toeplitz noncommutative solenoid and its Kubo–Martin–Schwinger states,Ergodic Theory and Dynamical Systems,2017,10.1017/etds.2017.7,article,portico,2017-04-03,1,39,http://doi.org/10.1017/etds.2017.7,MITCHELL HAWKINS; AIDAN SIMS; NATHAN BROWNLOWE,Cambridge University Press,eng,105,131,,15070,27,unigram; bigram; trigram
ark://27927/pgk3x0hf6x6,On the automorphism group of the asymptotic pants complex of an infinite surface of genus zero,Mathematische Nachrichten,2016,10.1002/mana.201300243,article,portico,2016-07-01,10,289,http://doi.org/10.1002/mana.201300243,Maxime Nguyen; Louis Funar,"John Wiley & Sons, Inc.",eng,1189,1207,,11345,19,unigram; bigram; trigram
ark://27927/pgh1hdxf1j1,On the inclined non-inertial sinkage of a flat plate,Journal of Fluid Mechanics,1964,10.1017/S0022112064001240,article,portico,1964-10-01,2,20,http://doi.org/10.1017/S0022112064001240,Desmond F. Moore,Cambridge University Press,eng,321,330,,3058,10,unigram; bigram; trigram
ark://27927/phz9f4v227c,Vibration Reliability Evaluation of Main Fan Spindle Bearings,Shock and Vibration,2019,10.1155/2019/8182530,article,portico,2019-07-22,null,2019,http://doi.org/10.1155/2019/8182530,Liang Ye; Xiaoxu Pang; Ming Qiu; Adam Glowacz; Lihai Chen,Hindawi,eng,,,,6217,12,unigram; bigram; trigram
ark://27927/pc0crfgsq,Automatic generation of transitional meshes,International Journal for Numerical Methods in Engineering,2001,10.1002/nme.98,article,portico,2001-03-20,8,50,http://doi.org/10.1002/nme.98,David A. Field,"John Wiley & Sons, Inc.",eng,1861,1876,,7939,16,unigram; bigram; trigram
ark://27927/pc0pxxzfz,An improvement in the calculation of the magnetic field for an arbitrary geometry coil with rectangular cross section,"International Journal of Numerical Modelling: Electronic Networks, Devices and Fields",2005,10.1002/jnm.594,article,portico,2005-11-01,6,18,http://doi.org/10.1002/jnm.594,Slobodan I. Babic; Cevdet Akyel,"John Wiley & Sons, Inc.",eng,493,504,,4501,12,unigram; bigram; trigram
ark://27927/phxb1zhqjv,Theorie der Zugarmaturen und Zugspulen,Annalen der Physik,1917,10.1002/andp.19173562402,article,portico,1917-01-01,24,356,http://doi.org/10.1002/andp.19173562402,H. du Bois,"John Wiley & Sons, Inc.",eng,797,827,,7574,31,unigram; bigram; trigram
ark://27927/phzdz4t44dd,ETS volume 40 Issue 5 Cover and Front matter,Ergodic Theory and Dynamical Systems,2020,10.1017/etds.2019.86,article,portico,2020-05-01,5,40,http://doi.org/10.1017/etds.2019.86,,Cambridge University Press,eng,f1,f2,,1763,2,unigram; bigram; trigram
ark://27927/phw196fptqq,Influence rules of geometric parameters on deformation of valve slices in valve-controlled adjustable damping shock absorber,International Journal of Structural Integrity,2018,10.1108/IJSI-04-2017-0025,article,portico,2018-02-05,1,9,http://doi.org/10.1108/IJSI-04-2017-0025,Xie Fangwei; Xuan Rui; Zhang Xinxing; Zhu Jie; Ding Erming; Feng Yixiang,Emerald Group Publishing,eng,107,118,,3856,12,unigram; bigram; trigram
ark://27927/phxbw9dfd6,Über die Emission von Elektronen und positiven Ionen an glühenden Drähten,Annalen der Physik,1917,10.1002/andp.19173570804,article,portico,1917-01-01,8,357,http://doi.org/10.1002/andp.19173570804,Walter Hüttemann,"John Wiley & Sons, Inc.",eng,816,848,,8805,33,unigram; bigram; trigram
ark://27927/pgg1rzpvkjx,CONTEXT SPECIFICITY OF CONDITIONED‐REINFORCEMENT EFFECTS ON DISCRIMINATION ACQUISITION,Journal of the Experimental Analysis of Behavior,1994,10.1901/jeab.1994.62-157,article,portico,1994-09-01,2,62,http://doi.org/10.1901/jeab.1994.62-157,Ben A. Williams; Roger Dunn,"John Wiley & Sons, Inc.",eng,157,167,,7172,11,unigram; bigram; trigram
ark://27927/phx55dsb3rq,Design of a cutting head for a crosscutting machine,"Proceedings of the Institution of Mechanical Engineers, Part C: Journal of  Mechanical Engineering Science",2017,10.1177/0954406216661367,article,portico,2017-01-01,1,231,http://doi.org/10.1177/0954406216661367,M De Agostinis; Dario Croccolo; S Fini; D Croccolo; Vincenzo Crupi,SAGE Publications,eng,5,17,,5439,13,unigram; bigram; trigram
http://www.jstor.org/stable/2037586,A Note on One-Dimensional Attracting Sets in the Three-Sphere,Proceedings of the American Mathematical Society,1972,,article,jstor,1972-02-01,2,31,http://www.jstor.org/stable/2037586,Joel C. Gibbons,American Mathematical Society,eng,620,622,,1005,3,unigram; bigram; trigram
ark://27927/pbd6f7st02,2 Connections and characteristic classes,"Lie Groups, Lie Algebras, Cohomology and Some Applications in PhysicsLie Groups, Lie Algebras, Cohomology and Some Applications in Physics",2009,10.1017/CBO9780511599897.003,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9780511599897.003,José A. de Azcárraga; José M. Izquierdo,Cambridge University Press,eng,84,151,,25977,68,unigram; bigram; trigram
ark://27927/phz6pv67zbp,ETS volume 30 issue 1 Cover and Back matter,Ergodic Theory and Dynamical Systems,2010,10.1017/S0143385709001199,article,portico,2010-02-01,1,30,http://doi.org/10.1017/S0143385709001199,,Cambridge University Press,eng,b1,b6,,3596,6,unigram; bigram; trigram
ark://27927/pgh12w6tnsz,The Theory and Observational Evidence for Streamlets: A New Velocity-Based Feature Model of Jet Streams and Eddies in the Oceans,ISRN Oceanography,2013,10.5402/2013/208616,article,portico,2013-02-17,null,2013,http://doi.org/10.5402/2013/208616,J.-C. Poggiale; J. L. Zhou; Alexander V. Kazansky; Antonina A. Shupikova,Hindawi,eng,,,,3484,5,unigram; bigram; trigram
ark://27927/phx9g1zt6c,A record for all interested in chemical and allied manufactures,Journal of the Society of Chemical Industry,1903,10.1002/jctb.5000220501,article,portico,1903-03-16,5,22,http://doi.org/10.1002/jctb.5000220501,,"John Wiley & Sons, Inc.",eng,255,390,,138663,136,unigram; bigram; trigram
http://www.jstor.org/stable/1996328,Volume Information,Transactions of the American Mathematical Society,1972,,article,jstor,1972-10-01,,172,http://www.jstor.org/stable/1996328,,American Mathematical Society,eng,,,,1450,6,unigram; bigram; trigram
ark://27927/pf8sk2922,Study of the Counterclockwise/Clockwise (CCW/CW) Rotational Losses Measured with a Two‐dimensional Vector Magnetic Property Measurement System,IEEJ Transactions on Electrical and Electronic Engineering,2008,10.1002/tee.20258,article,portico,2008-03-01,2,3,http://doi.org/10.1002/tee.20258,Yoshitaka Maeda; Hiroyasu Shimoji; Masato Enokizono; Takashi Todaka,"John Wiley & Sons, Inc.",eng,222,228,,4122,7,unigram; bigram; trigram
ark://27927/pgj21snvxw3,THE USE OF THE SINGULAR VALUE DECOMPOSITION METHOD IN THE SYNTHESIS OF THE NEUMANN'S BOUNDARY PROBLEM,COMPEL: The International Journal for Computation and Mathematics in Electrical and Electronic Engineering,1985,10.1108/eb009999,article,portico,1985-01-01,1,4,http://doi.org/10.1108/eb009999,"JANSIKORA,JERZYSKOCZYLAS,JANSROKA,STANISLAWWINCENCIAK",Emerald Group Publishing,eng,19,27,,2608,9,unigram; bigram; trigram
ark://27927/pgk165hknwq,Analytical Technique in the Boundary Element Method for 3D Self-Consistent Problems of Electron Optics,Microscopy and Microanalysis,2015,10.1017/S1431927615013434,article,portico,2015-09-28,Supplement 4,21,http://doi.org/10.1017/S1431927615013434,Valentin Ivanov,Cambridge University Press,eng,236,241,,2636,6,unigram; bigram; trigram
http://www.jstor.org/stable/24718867,INDEX of volumes 49 and 50 (2003),Journal of Operator Theory,2003,,article,jstor,2003-10-01,2,50,http://www.jstor.org/stable/24718867,,Theta Foundation,eng,427,432,,1757,7,unigram; bigram; trigram
http://www.jstor.org/stable/24718858,K-THEORY OF C*-ALGEBRAS FROM ONE-DIMENSIONAL GENERALIZED SOLENOIDS,Journal of Operator Theory,2003,,article,jstor,2003-10-01,2,50,http://www.jstor.org/stable/24718858,INHYEOP YI,Theta Foundation,eng,283,295,,4645,13,unigram; bigram; trigram
ark://27927/phx4f9xp6j1,Indices of the iterates of ℝ3‐homeomorphisms at fixed points which are isolated invariant sets,Journal of the London Mathematical Society,2010,10.1112/jlms/jdq050,article,portico,2010-12-01,3,82,http://doi.org/10.1112/jlms/jdq050,Le Calvez Patrice; Ruiz del Portal Francisco R.; Salazar José M.,"John Wiley & Sons, Inc.",eng,683,696,,7771,14,unigram; bigram; trigram
http://www.jstor.org/stable/1969323,Connected Two Dimensional Groups,Annals of Mathematics,1950,,article,jstor,1950-03-01,2,51,http://www.jstor.org/stable/1969323,Deane Montogomery,Annals of Mathematics,eng,262,277,,6754,16,unigram; bigram; trigram
ark://27927/phz6pv4kgt3,Non-hyperbolic ergodic measures for non-hyperbolic homoclinic classes,Ergodic Theory and Dynamical Systems,2009,10.1017/S0143385708000849,article,portico,2009-10-01,5,29,http://doi.org/10.1017/S0143385708000849,LORENZO J. DÍAZ; ANTON GORODETSKI,Cambridge University Press,eng,1479,1513,,17583,35,unigram; bigram; trigram
ark://27927/phz5hfw70fm,ETS volume 39 Issue 1 Cover and Back matter,Ergodic Theory and Dynamical Systems,2018,10.1017/etds.2018.87,article,portico,2018-11-28,1,39,http://doi.org/10.1017/etds.2018.87,,Cambridge University Press,eng,b1,b2,,1746,2,unigram; bigram; trigram
http://www.jstor.org/stable/2162187,The Hausdorff Dimension of the Smale-Williams Solenoid with Different Contraction Coefficients,Proceedings of the American Mathematical Society,1997,,article,jstor,1997-04-01,4,125,http://www.jstor.org/stable/2162187,Károly Simon,American Mathematical Society,eng,1221,1228,,2819,8,unigram; bigram; trigram
ark://27927/phz2jkrf24s,Sliding mode pressure controller for an electropneumatic brake: Part I—plant model and controller design,"Proceedings of the Institution of Mechanical Engineers, Part I: Journal of  Systems and Control Engineering",2018,10.1177/0959651818758867,article,portico,2018-05-01,5,232,http://doi.org/10.1177/0959651818758867,Mengling Wu; Jianyong Zuo; Zhuojun Luo,SAGE Publications,eng,572,582,,6780,11,unigram; bigram; trigram
http://www.jstor.org/stable/40485455,Aspects of Linear and Nonlinear Instabilities Leading to Transition in Pipe and Channel Flows,"Philosophical Transactions: Mathematical, Physical and Engineering Sciences",2009,,article,jstor,2009-02-13,1888,367,http://www.jstor.org/stable/40485455,Jacob Cohen; Jimmy Philip; Guy Ben-Dov,Royal Society,eng,509,527,,8044,19,unigram; bigram; trigram
ark://27927/phxbkbrk50,Gauge Invariant Magnetism,Australian Journal of Physics,1997,,article,portico,1997-01-01,6,50,,A. M. Stewart,CSIRO Publishing,eng,1061,1081,,10218,22,unigram; bigram; trigram
http://www.jstor.org/stable/221967,Extension Theory of Separable Metrizable Spaces with Applications to Dimension Theory,Transactions of the American Mathematical Society,2001,,article,jstor,2001-01-01,1,353,http://www.jstor.org/stable/221967,Alexander Dranishnikov; Jerzy Dydak,American Mathematical Society,eng,133,156,,13653,24,unigram; bigram; trigram
ark://27927/pgjqj47mk6,BOUT++: Recent and current developments,Journal of Plasma Physics,2014,10.1017/S0022377814000816,article,portico,2014-10-15,1,81,http://doi.org/10.1017/S0022377814000816,S. Farley; J. T. Omotani; T. Xia; B. D. Dudson; M. Kim; N. R. Walkden; I. Joseph; A. D. McGann; M. V. Umansky; J. Buchanan; E. Brugger; X. Q. Xu; A. Allen; L. Easy; G. Breyiannis,Cambridge University Press,eng,null,,,11046,24,unigram; bigram; trigram
ark://27927/pbd1pgzsffj,9 The degree of a smooth map,"Manifolds, Tensors, and Forms",2009,10.1017/CBO9781107324893.010,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9781107324893.010,Paul Renteln,Cambridge University Press,eng,249,262,,4739,14,unigram; bigram; trigram
ark://27927/phx96zcn70,Hydrodynamic shielding of spherical subunits in macromolecular complexes,Biopolymers,1977,10.1002/bip.1977.360161205,article,portico,1977-12-01,12,16,http://doi.org/10.1002/bip.1977.360161205,Kenneth S. Schmitz,"John Wiley & Sons, Inc.",eng,2635,2640,,2189,6,unigram; bigram; trigram
ark://27927/phx4bxz497n,ETS volume 37 Issue 3 Cover and Front matter,Ergodic Theory and Dynamical Systems,2017,10.1017/etds.2016.82,article,portico,2017-03-29,3,37,http://doi.org/10.1017/etds.2016.82,,Cambridge University Press,eng,f1,f2,,1828,2,unigram; bigram; trigram
ark://27927/phw9v92fbn,Quaternion‐based definition of protein secondary structure straightness and its relationship to Ramachandran angles,"Proteins: Structure, Function, and Bioinformatics",2011,10.1002/prot.23037,article,portico,2011-07-01,7,79,http://doi.org/10.1002/prot.23037,Robert M. Hanson; Steven G. Braun; Daniel Kohler,"John Wiley & Sons, Inc.",eng,2172,2180,,5741,9,unigram; bigram; trigram
ark://27927/phz8bd4m02q,Abstracts‐part V,Proceedings of the International Society for Magnetic Resonance in Medicine,1991,10.1002/mrmp.22419910307,article,portico,1991-01-01,Supplement 3,1991,http://doi.org/10.1002/mrmp.22419910307,,"John Wiley & Sons, Inc.",eng,1229,1278,,37494,50,unigram; bigram; trigram
ark://27927/phzbj6w5f2h,The effect of a periodic tangential magnetic field on the stability of a horizontal magnetic fluid sheet,Heat Transfer - Asian Research,2019,10.1002/htj.21583,article,portico,2019-12-01,8,48,http://doi.org/10.1002/htj.21583,Aya Sayed; Galal M. Moatimid; Nabil T. Eldabe,"John Wiley & Sons, Inc.",eng,4074,4104,,13447,31,unigram; bigram; trigram
ark://27927/phx4dj1pj2b,ČEch Homotopy I,Journal of the London Mathematical Society,1973,10.1112/jlms/s2-6.3.429,article,portico,1973-05-01,3,"Series 2, 6",http://doi.org/10.1112/jlms/s2-6.3.429,Porter T.,"John Wiley & Sons, Inc.",eng,429,436,,2973,8,unigram; bigram; trigram
http://www.jstor.org/stable/2154474,Hausdorff Dimension of Wild Fractals,Transactions of the American Mathematical Society,1992,,article,jstor,1992-12-01,2,334,http://www.jstor.org/stable/2154474,T. B. Rushing,American Mathematical Society,eng,597,613,,8692,17,unigram; bigram; trigram
http://www.jstor.org/stable/91130,Electromagnetic Integrals,"Philosophical Transactions of the Royal Society of London. Series A, Containing Papers of a Mathematical or Physical Character",1920,,article,jstor,1920-01-01,,220,http://www.jstor.org/stable/91130,G. Greenhill,The Royal Society,eng,35,65,,8660,31,unigram; bigram; trigram
ark://27927/pc05q2d8k,"Book Review: Geon Ho Choe, Computational Ergodic Theory. In: M. Bronstein, A. M. Cohen, H. Cohen, D. Eisenbud, and B. Sturmfels (eds.), Algorithms and Computation in Mathematics",ZAMM - Journal of Applied Mathematics and Mechanics / Zeitschrift für Angewandte Mathematik und Mechanik,2006,10.1002/zamm.200690039,article,portico,2006-09-01,9,86,http://doi.org/10.1002/zamm.200690039,A. Berger,"John Wiley & Sons, Inc.",eng,743,744,,1158,2,unigram; bigram; trigram
http://www.jstor.org/stable/2374171,Periodic Orbits and Solenoids in Generic Hamiltonian Dynamical Systems,American Journal of Mathematics,1980,,article,jstor,1980-02-01,1,102,http://www.jstor.org/stable/2374171,L. Markus; Kenneth R. Meyer,Johns Hopkins University Press,eng,25,92,,25300,68,unigram; bigram; trigram
ark://27927/pgg1rzhn2m4,RESPONSE PATTERNING DURING STIMULUS GENERALIZATION IN THE RAT,Journal of the Experimental Analysis of Behavior,1967,10.1901/jeab.1967.10-165,article,portico,1967-03-01,2,10,http://doi.org/10.1901/jeab.1967.10-165,Robert T. Harris; Henry Rosenquist; Richard J. Crites; David R. Thomas,"John Wiley & Sons, Inc.",eng,165,168,,2086,4,unigram; bigram; trigram
ark://27927/pbd98pg8w8,ART. XCIX MOTION OF A VISCOUS LIQUID,Mathematical and Physical PapersMathematical and Physical Papers,2009,10.1017/CBO9780511996023.010,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9780511996023.010,William Thomson,Cambridge University Press,eng,436,465,,10470,30,unigram; bigram; trigram
ark://27927/phz6pv6n2s6,Augmented dimension groups and ordered cohomology,Ergodic Theory and Dynamical Systems,2009,10.1017/S0143385708080449,article,portico,2009-02-01,1,29,http://doi.org/10.1017/S0143385708080449,MARCY BARGE; MEGAN SMITH,Cambridge University Press,eng,1,35,,15099,35,unigram; bigram; trigram
ark://27927/pgk1d3jgcb6,Towards Noncommutative Linking Numbers via the Seiberg-Witten Map,Advances in Mathematical Physics,2015,10.1155/2015/845328,article,portico,2015-10-18,null,2015,http://doi.org/10.1155/2015/845328,H. García-Compeán; R. Santos-Silva; O. Obregón; Giovanni Amelino-Camelia,Hindawi,eng,null,,,10042,12,unigram; bigram; trigram
ark://27927/phxdzgmvnt,The magnetostatic energy of coaxial cylinders and coils,Physica Status Solidi (A),1976,10.1002/pssa.2210350125,article,portico,1976-05-16,1,35,http://doi.org/10.1002/pssa.2210350125,Z. Klem; J. Kaczér,"John Wiley & Sons, Inc.",eng,235,242,,3187,8,unigram; bigram; trigram
http://www.jstor.org/stable/40068030,Geometric Theory of Unimodular Pisot Substitutions,American Journal of Mathematics,2006,,article,jstor,2006-10-01,5,128,http://www.jstor.org/stable/40068030,Marcy Barge; Jaroslaw Kwapisz,Johns Hopkins University Press,eng,1219,1282,,29592,64,unigram; bigram; trigram
ark://27927/phw16pdg3fr,Conceptual design and comparative stiffness analysis of an Exechon-like parallel kinematic machine with lockable spherical joints,International Journal of Advanced Robotic Systems,2017,10.1177/1729881417724134,article,portico,2017-07-01,4,14,http://doi.org/10.1177/1729881417724134,Jun Zhang; Teng-fei Tang,SAGE Publications,eng,13,26,,7386,13,unigram; bigram; trigram
ark://27927/pgj2w73hz4,Near-rings of homotopy classes of continuous functions,Bulletin of the Australian Mathematical Society,1994,10.1017/S000497270001604X,article,portico,1994-02-01,1,49,http://doi.org/10.1017/S000497270001604X,Wolfgang Mutter,Cambridge University Press,eng,25,33,,3003,9,unigram; bigram; trigram
ark://27927/pbd6j15zw1,CHAPTER III THE ELEMENTS OF VECTORIAL ALGEBRA AND ANALYSIS,Electromagnetic TheoryElectromagnetic Theory,2009,10.1017/CBO9781139058049.005,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9781139058049.005,Oliver Heaviside,Cambridge University Press,eng,132,305,,61558,174,unigram; bigram; trigram
ark://27927/phx4f5mdqcg,Symmetric Attractors for Diffeomorphisms and Flows,Proceedings of the London Mathematical Society,1996,10.1112/plms/s3-72.3.657,article,portico,1996-05-01,3,"Series 3, 72",http://doi.org/10.1112/plms/s3-72.3.657,Field Michael; Melbourne Ian; Nicol Matthew,"John Wiley & Sons, Inc.",eng,657,696,,20715,40,unigram; bigram; trigram
ark://27927/phxbw67f8n,Untersuchungen über die magnet‐electrischen Rotationserscheinungen,Annalen der Physik,1883,10.1002/andp.18832550515,article,portico,2024-11-01,5,255,http://doi.org/10.1002/andp.18832550515,Friedrich Koch,"John Wiley & Sons, Inc.",eng,143,183,,10591,41,unigram; bigram; trigram
ark://27927/pgh3pdx5n73,Adaptive-robust friction compensation in a hybrid brake-by-wire actuator,"Proceedings of the Institution of Mechanical Engineers, Part I: Journal of  Systems and Control Engineering",2014,10.1177/0959651813507562,article,portico,2014-11-01,10,228,http://doi.org/10.1177/0959651813507562,Fabio Todeschini; Ricardo de Castro; Rui E Araújo; Diamantino Freitas; Matteo Corno; Sergio M Savaresi,SAGE Publications,eng,769,786,,12492,18,unigram; bigram; trigram
ark://27927/phxbwbm06x,Beiträge zur Theorie und Konstruktion des Kreismassenspektrographen,Annalen der Physik,1931,10.1002/andp.19314000206,article,portico,1931-01-01,2,400,http://doi.org/10.1002/andp.19314000206,Herbert Murawkin,"John Wiley & Sons, Inc.",eng,203,260,,15644,58,unigram; bigram; trigram
http://www.jstor.org/stable/1194488,Differential Equations with Limit-Periodic Forcings,Proceedings of the American Mathematical Society,2003,,article,jstor,2003-03-01,3,131,http://www.jstor.org/stable/1194488,Ana I. Alonso; Rafael Obaya; Rafael Ortega,American Mathematical Society,eng,851,857,,3212,7,unigram; bigram; trigram
ark://27927/phx1vtr2sxp,"ICIAM/GAMM 95 Applied sciences, especially Mechanics Contributed Lecture and Poster Presentations",ZAMM - Journal of Applied Mathematics and Mechanics / Zeitschrift für Angewandte Mathematik und Mechanik,1996,10.1002/zamm.19960761504,article,portico,1996-01-01,Supplement 5,76,http://doi.org/10.1002/zamm.19960761504,,"John Wiley & Sons, Inc.",eng,51,100,,27140,50,unigram; bigram; trigram
http://www.jstor.org/stable/2041844,On Endomorphisms of a Solenoid,Proceedings of the American Mathematical Society,1976,,article,jstor,1976-02-01,1,55,http://www.jstor.org/stable/2041844,A. M. Wilson,American Mathematical Society,eng,69,74,,2432,6,unigram; bigram; trigram
ark://27927/pgh3xd4bj0f,Single‐shot imaging with higher‐dimensional encoding using magnetic field monitoring and concomitant field correction,Magnetic Resonance in Medicine,2015,10.1002/mrm.25235,article,portico,2015-03-01,3,73,http://doi.org/10.1002/mrm.25235,Jürgen Hennig; Chris A. Cocosco; Maxim Zaitsev; Andrew Dewdney; Anna M. Welz; Christoph Barmet; Daniel Gallichan; Kelvin J. Layton; Klaas P. Pruessmann; Frederik Testud,"John Wiley & Sons, Inc.",eng,1340,1357,,11517,18,unigram; bigram; trigram
http://www.jstor.org/stable/44238738,HEREDITARILY UNICOHERENT CONTINUA AND THEIR ABSOLUTE RETRACTS,The Rocky Mountain Journal of Mathematics,2004,,article,jstor,2004-04-01,1,34,http://www.jstor.org/stable/44238738,JANUSZ J. CHARATONIK; WŁODZIMIERZ J. CHARATONIK; JANUSZ R. PRAJS,Rocky Mountain Mathematics Consortium,eng,83,110,,10004,28,unigram; bigram; trigram
ark://27927/phxb1tctc8,Ueber die Unipolarrotation,Annalen der Physik,1901,10.1002/andp.19013111203,article,portico,1901-01-01,12,311,http://doi.org/10.1002/andp.19013111203,G. R. Olshausen,"John Wiley & Sons, Inc.",eng,681,725,,12372,45,unigram; bigram; trigram
http://www.jstor.org/stable/1414165,Visual Perception of Movement,The American Journal of Psychology,1925,,article,jstor,1925-07-01,3,36,http://www.jstor.org/stable/1414165,Forrest L. Dimmick; Howard G. Scahill,University of Illinois Press,eng,412,417,,2687,6,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/44239429,K-THEORY AND K-HOMOLOGY OF C*-ALGEBRAS FOR ROW-FINITE GRAPHS,The Rocky Mountain Journal of Mathematics,2007,,article,jstor,2007-01-01,5,37,http://www.jstor.org/stable/44239429,INHYEOP YI,Rocky Mountain Mathematics Consortium,eng,1723,1742,,5240,20,unigram; bigram; trigram
ark://27927/phz6pv6zrm4,Tower systems for linearly repetitive Delone sets,Ergodic Theory and Dynamical Systems,2010,10.1017/S0143385710000507,article,portico,2010-11-23,6,31,http://doi.org/10.1017/S0143385710000507,JOSÉ ALISTE-PRIETO; DANIEL CORONEL,Cambridge University Press,eng,1595,1618,,11442,24,unigram; bigram; trigram
ark://27927/pgj2c5mq32d,Warranty cost estimation of a multi‐module product,International Journal of Quality & Reliability Management,2004,10.1108/02656710410511722,article,portico,2004-01-01,1,21,http://doi.org/10.1108/02656710410511722,"D.K.Manna,SurajitPal,A.Kulandaiyan",Emerald Group Publishing,eng,102,117,,5164,16,unigram; bigram; trigram
http://www.jstor.org/stable/24715481,C*-ALGEBRAS OF TILINGS WITH INFINITE ROTATIONAL SYMMETRY,Journal of Operator Theory,2010,,article,jstor,2010-10-01,2,64,http://www.jstor.org/stable/24715481,MICHAEL F. WHITTAKER,Theta Foundation,eng,299,319,,8855,21,unigram; bigram; trigram
ark://27927/pbd67xn4w2,3 Foundations of modeling,Electronic CompositesElectronic Composites,2009,10.1017/CBO9780511550508.004,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9780511550508.004,Minoru Taya,Cambridge University Press,eng,69,125,,13252,57,unigram; bigram; trigram
ark://27927/pgj21snt230,APPLICATION OF A 3‐D EDDY CURRENT CODE (TRIFOU) TO NON‐DESTRUCTIVE TESTING,COMPEL: The International Journal for Computation and Mathematics in Electrical and Electronic Engineering,1984,10.1108/eb009994,article,portico,1984-03-01,3,3,http://doi.org/10.1108/eb009994,J.C.VERITE,Emerald Group Publishing,eng,167,178,,2626,12,unigram; bigram; trigram
